id,loanAmnt,term,interestRate,installment,grade,subGrade,employmentTitle,employmentLength,homeOwnership,annualIncome,verificationStatus,issueDate,isDefault,purpose,postCode,regionCode,dti,delinquency_2years,ficoRangeLow,ficoRangeHigh,openAcc,pubRec,pubRecBankruptcies,revolBal,revolUtil,totalAcc,initialListStatus,applicationType,earliesCreditLine,title,policyCode,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14
732325,18000.0,3,11.48,593.4,B,B5,82.0,2 years,0,100000.0,2,2016-01-01,0,5,209.0,21,6.58,2.0,665.0,669.0,10.0,0.0,0.0,11072.0,37.3,24.0,1,0,Aug-1996,2.0,1.0,0.0,6.0,7.0,7.0,6.0,12.0,5.0,8.0,16.0,7.0,10.0,0.0,0.0,0.0,1.0
636908,12000.0,3,6.89,369.93,A,A3,3458.0,10+ years,0,56000.0,0,2015-09-01,0,2,314.0,0,13.78,0.0,695.0,699.0,6.0,0.0,0.0,6094.0,63.0,21.0,0,0,Sep-1994,5.0,1.0,0.0,3.0,3.0,3.0,3.0,6.0,11.0,3.0,8.0,3.0,6.0,,0.0,0.0,1.0
212422,14000.0,3,6.49,429.03,A,A2,3551.0,2 years,0,65500.0,1,2016-02-01,1,0,109.0,21,23.93,0.0,740.0,744.0,21.0,0.0,0.0,18054.0,17.4,40.0,0,0,Dec-1994,0.0,1.0,1.0,11.0,14.0,14.0,13.0,15.0,9.0,18.0,26.0,14.0,21.0,0.0,0.0,0.0,4.0
500558,15000.0,3,14.59,516.98,D,D1,242278.0,< 1 year,1,75600.0,2,2010-03-01,1,0,74.0,30,20.1,0.0,695.0,699.0,6.0,0.0,0.0,3811.0,97.7,20.0,1,0,Sep-1995,45.0,1.0,,,,,,,,,,,,,,,
176837,10000.0,3,13.99,341.73,C,C3,1105.0,10+ years,0,61000.0,1,2016-08-01,0,0,347.0,14,27.03,1.0,670.0,674.0,10.0,0.0,0.0,10500.0,77.2,33.0,0,0,May-2000,0.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,15.0,4.0,13.0,4.0,10.0,0.0,0.0,0.0,2.0
284348,4800.0,3,13.99,164.03,C,C4,103.0,10+ years,2,40000.0,0,2015-05-01,0,0,220.0,20,14.82,0.0,660.0,664.0,9.0,0.0,0.0,13542.0,89.1,16.0,1,0,Jul-1997,0.0,1.0,0.0,2.0,4.0,4.0,3.0,5.0,4.0,8.0,12.0,4.0,9.0,0.0,0.0,0.0,2.0
154068,7500.0,3,11.99,249.08,B,B5,54.0,,1,20000.0,1,2015-01-01,0,4,495.0,14,28.81,0.0,665.0,669.0,10.0,2.0,2.0,6881.0,42.7,13.0,1,0,May-1999,4.0,1.0,0.0,4.0,7.0,7.0,4.0,6.0,1.0,9.0,11.0,7.0,10.0,0.0,0.0,0.0,1.0
635394,15000.0,3,12.88,504.55,C,C2,199.0,5 years,1,70000.0,1,2016-01-01,0,0,120.0,21,15.48,1.0,665.0,669.0,13.0,0.0,0.0,11145.0,81.9,18.0,1,0,Mar-2006,0.0,1.0,0.0,5.0,12.0,12.0,5.0,5.0,3.0,12.0,14.0,12.0,13.0,0.0,0.0,0.0,2.0
558008,6000.0,3,11.67,198.35,B,B4,190365.0,4 years,1,15000.0,2,2014-08-01,0,8,472.0,3,15.92,0.0,665.0,669.0,7.0,1.0,0.0,1760.0,20.2,12.0,1,0,Jun-2001,9.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,6.0,11.0,1.0,7.0,0.0,0.0,0.0,4.0
183283,19800.0,5,18.49,508.09,E,E2,24130.0,6 years,1,55000.0,2,2015-11-01,0,0,353.0,30,30.59,0.0,700.0,704.0,12.0,0.0,0.0,36653.0,90.3,28.0,0,0,Mar-1997,0.0,1.0,0.0,6.0,10.0,10.0,7.0,15.0,2.0,11.0,26.0,10.0,12.0,0.0,0.0,0.0,0.0
626599,14975.0,3,11.49,493.75,B,B5,9642.0,1 year,0,80720.0,1,2016-10-01,1,2,524.0,20,3.66,0.0,700.0,704.0,11.0,0.0,0.0,1108.0,41.0,13.0,1,0,Oct-2003,5.0,1.0,5.0,2.0,2.0,2.0,3.0,3.0,8.0,4.0,4.0,2.0,11.0,0.0,0.0,0.0,0.0
760566,3600.0,3,11.53,118.77,B,B5,3403.0,5 years,2,17000.0,2,2015-08-01,0,4,408.0,14,13.84,0.0,690.0,694.0,7.0,0.0,0.0,3111.0,28.5,10.0,0,0,Sep-2009,4.0,1.0,0.0,3.0,6.0,6.0,4.0,4.0,1.0,7.0,9.0,6.0,7.0,0.0,0.0,0.0,3.0
37228,6400.0,3,5.32,192.74,A,A1,1037.0,10+ years,0,60000.0,0,2016-03-01,0,0,678.0,2,2.92,0.0,735.0,739.0,7.0,0.0,0.0,4612.0,14.4,10.0,0,0,Mar-1998,0.0,1.0,0.0,4.0,5.0,5.0,5.0,5.0,1.0,6.0,7.0,5.0,7.0,0.0,0.0,0.0,2.0
334902,30000.0,3,18.06,1085.48,D,D2,1470.0,1 year,1,215000.0,1,2017-06-01,0,0,77.0,7,18.02,0.0,695.0,699.0,25.0,0.0,0.0,54821.0,57.6,30.0,1,0,Jul-1997,0.0,1.0,0.0,11.0,14.0,14.0,14.0,16.0,9.0,18.0,20.0,14.0,25.0,0.0,0.0,0.0,6.0
524143,11200.0,3,13.98,382.69,C,C3,38.0,10+ years,0,95000.0,2,2014-06-01,0,5,62.0,13,0.87,0.0,705.0,709.0,3.0,0.0,0.0,2781.0,27.5,7.0,0,0,Sep-2001,6.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0
426648,15000.0,5,13.33,343.84,C,C3,236.0,5 years,1,45107.0,0,2015-02-01,0,0,404.0,22,32.68,0.0,715.0,719.0,20.0,0.0,0.0,10470.0,19.6,47.0,0,0,Nov-2004,0.0,1.0,0.0,3.0,6.0,6.0,5.0,10.0,24.0,13.0,22.0,6.0,20.0,0.0,0.0,0.0,2.0
180472,32000.0,3,15.31,1114.16,C,C4,55.0,10+ years,0,90200.0,1,2014-02-01,0,0,222.0,12,20.05,1.0,660.0,664.0,11.0,0.0,0.0,34308.0,60.1,17.0,0,0,Jan-1997,0.0,1.0,0.0,6.0,8.0,8.0,6.0,8.0,5.0,8.0,11.0,8.0,11.0,0.0,0.0,0.0,2.0
448946,12000.0,3,11.55,396.0,B,B3,218786.0,5 years,0,40000.0,0,2013-09-01,0,0,500.0,27,12.54,0.0,705.0,709.0,11.0,0.0,0.0,8058.0,52.7,22.0,1,0,Oct-2003,32909.0,1.0,0.0,2.0,5.0,5.0,3.0,9.0,2.0,8.0,17.0,5.0,11.0,0.0,0.0,0.0,1.0
330923,22600.0,3,16.59,801.15,D,D1,117705.0,10+ years,0,53900.0,1,2014-03-01,0,0,195.0,38,12.94,0.0,725.0,729.0,11.0,0.0,0.0,26242.0,69.8,27.0,0,0,Jul-1990,0.0,1.0,0.0,2.0,4.0,4.0,2.0,10.0,2.0,8.0,20.0,4.0,11.0,0.0,0.0,0.0,3.0
128701,25000.0,5,14.03,582.1,C,C2,54.0,,1,12000.0,2,2018-06-01,0,3,209.0,21,135.4,0.0,750.0,754.0,7.0,0.0,0.0,8499.0,35.6,41.0,0,1,Sep-1989,3.0,1.0,0.0,2.0,3.0,3.0,2.0,12.0,10.0,5.0,30.0,3.0,7.0,0.0,0.0,0.0,2.0
787426,8450.0,3,18.49,307.57,D,D2,340456.0,< 1 year,1,35000.0,1,2012-07-01,0,0,514.0,13,21.46,0.0,660.0,664.0,9.0,0.0,0.0,8679.0,73.6,15.0,1,0,Nov-1998,70.0,1.0,,,,,4.0,,,,,,9.0,,,,
89695,35000.0,3,24.49,1382.18,E,E3,353284.0,2 years,1,61000.0,2,2016-10-01,0,0,412.0,13,17.21,0.0,730.0,734.0,7.0,0.0,0.0,6885.0,22.5,20.0,1,1,Dec-2003,0.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,14.0,5.0,6.0,2.0,7.0,0.0,0.0,0.0,3.0
751738,4775.0,3,18.99,175.01,D,D3,9097.0,2 years,2,52000.0,2,2017-03-01,0,0,54.0,28,11.54,0.0,690.0,694.0,4.0,0.0,0.0,4433.0,99.0,8.0,0,0,Aug-2002,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,4.0,,0.0,0.0,2.0
775037,9100.0,3,14.64,313.86,C,C3,1004.0,< 1 year,1,20800.0,1,2014-02-01,0,4,215.0,8,20.89,0.0,685.0,689.0,14.0,0.0,0.0,14456.0,95.1,29.0,0,0,Nov-2001,4.0,1.0,0.0,3.0,5.0,5.0,3.0,5.0,18.0,6.0,11.0,5.0,14.0,0.0,0.0,0.0,0.0
459983,4000.0,3,17.56,143.73,D,D1,271912.0,9 years,1,62000.0,0,2013-09-01,0,4,674.0,11,14.32,0.0,660.0,664.0,16.0,0.0,0.0,23385.0,76.9,26.0,1,0,Jul-2002,4.0,1.0,0.0,8.0,13.0,13.0,8.0,15.0,1.0,16.0,25.0,13.0,16.0,0.0,0.0,0.0,2.0
322078,1500.0,3,6.24,45.8,A,A2,433.0,1 year,0,72000.0,0,2015-06-01,0,8,670.0,43,6.87,0.0,700.0,704.0,12.0,0.0,0.0,19356.0,27.2,28.0,0,0,Feb-1995,9.0,1.0,0.0,5.0,6.0,6.0,9.0,21.0,1.0,11.0,25.0,6.0,12.0,0.0,0.0,0.0,2.0
315744,8000.0,3,10.99,261.88,B,B4,199.0,5 years,0,75000.0,2,2016-10-01,0,0,498.0,32,26.32,0.0,700.0,704.0,10.0,0.0,0.0,26574.0,88.3,15.0,0,0,Jan-2006,0.0,1.0,0.0,0.0,5.0,5.0,0.0,3.0,5.0,5.0,8.0,5.0,10.0,0.0,0.0,0.0,1.0
709277,6000.0,3,6.97,185.19,A,A3,76968.0,3 years,0,87500.0,0,2016-02-01,0,2,388.0,3,31.46,0.0,825.0,829.0,13.0,0.0,0.0,42723.0,8.6,21.0,1,0,Dec-1999,5.0,1.0,0.0,4.0,7.0,7.0,4.0,5.0,6.0,8.0,12.0,7.0,13.0,0.0,0.0,0.0,1.0
639003,3000.0,3,9.16,95.63,B,B2,80.0,1 year,1,30000.0,1,2016-04-01,0,0,21.0,13,13.56,0.0,680.0,684.0,4.0,1.0,0.0,1891.0,25.2,5.0,0,0,Jun-2010,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,2.0
377690,2500.0,3,10.64,81.43,B,B4,9154.0,10+ years,0,52000.0,2,2015-12-01,0,0,77.0,7,20.12,1.0,675.0,679.0,7.0,0.0,0.0,20359.0,78.6,10.0,0,0,Dec-1996,0.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,6.0,0.0,0.0,1.0,0.0
330666,21000.0,5,23.99,604.01,E,E2,5561.0,2 years,0,50000.0,1,2017-03-01,1,0,8.0,6,27.7,0.0,675.0,679.0,20.0,0.0,0.0,24566.0,33.1,48.0,0,0,Dec-2002,0.0,1.0,0.0,5.0,9.0,9.0,8.0,11.0,19.0,17.0,26.0,9.0,20.0,0.0,0.0,0.0,2.0
646208,10000.0,3,12.62,335.12,C,C1,367316.0,10+ years,1,60000.0,0,2017-10-01,0,8,320.0,13,26.14,0.0,685.0,689.0,5.0,0.0,0.0,6488.0,72.1,16.0,1,0,Nov-2003,9.0,1.0,0.0,3.0,3.0,3.0,3.0,5.0,10.0,3.0,6.0,3.0,5.0,0.0,0.0,0.0,1.0
47069,23000.0,5,8.39,470.67,A,A5,666.0,10+ years,0,170000.0,2,2014-09-01,0,0,299.0,0,27.67,0.0,710.0,714.0,21.0,0.0,0.0,54640.0,61.8,43.0,0,0,Sep-1994,0.0,1.0,0.0,6.0,10.0,10.0,6.0,11.0,14.0,12.0,24.0,10.0,21.0,0.0,0.0,0.0,0.0
192169,5000.0,3,8.24,157.24,B,B1,19.0,3 years,1,76000.0,0,2017-03-01,0,10,315.0,23,22.71,0.0,685.0,689.0,8.0,1.0,1.0,8020.0,63.1,11.0,0,0,Jul-2010,11.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,4.0,8.0,0.0,0.0,0.0,2.0
278976,10500.0,3,14.3,360.4,C,C1,18381.0,10+ years,0,68052.0,0,2013-10-01,0,4,418.0,45,22.71,0.0,675.0,679.0,19.0,0.0,0.0,12450.0,53.0,40.0,0,0,Mar-1975,327.0,1.0,1.0,6.0,10.0,10.0,9.0,17.0,8.0,16.0,30.0,10.0,19.0,0.0,0.0,0.0,3.0
476280,12000.0,3,11.44,395.37,B,B4,34750.0,6 years,0,90000.0,0,2014-11-01,0,0,455.0,13,11.81,0.0,690.0,694.0,13.0,0.0,0.0,15197.0,63.6,30.0,1,0,Sep-2002,0.0,1.0,3.0,5.0,6.0,6.0,7.0,14.0,8.0,8.0,19.0,6.0,13.0,0.0,0.0,0.0,3.0
99302,30000.0,5,24.99,880.37,F,F3,148.0,2 years,1,85000.0,1,2016-05-01,1,3,108.0,21,6.82,0.0,675.0,679.0,6.0,1.0,1.0,4520.0,41.1,10.0,0,0,Nov-2002,2.0,1.0,0.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,6.0,0.0,0.0,0.0,3.0
148697,14400.0,5,16.32,352.64,D,D5,222777.0,1 year,0,96000.0,1,2010-10-01,0,0,166.0,8,19.61,0.0,675.0,679.0,11.0,0.0,0.0,24656.0,57.9,22.0,1,0,Sep-1995,12189.0,1.0,,,,,,,,,,,,,,,
648867,2600.0,3,10.99,85.11,B,B3,4736.0,2 years,1,27000.0,0,2014-06-01,0,4,614.0,3,21.87,0.0,705.0,709.0,6.0,2.0,1.0,2054.0,34.2,15.0,0,0,Nov-2000,4.0,1.0,0.0,3.0,3.0,3.0,3.0,5.0,7.0,5.0,7.0,3.0,6.0,0.0,0.0,0.0,2.0
427014,9000.0,3,21.45,341.16,D,D5,48515.0,10+ years,0,72000.0,1,2017-11-01,0,0,310.0,24,7.35,6.0,665.0,669.0,7.0,0.0,0.0,8385.0,45.6,35.0,0,0,Sep-2003,0.0,1.0,2.0,2.0,2.0,2.0,2.0,9.0,10.0,6.0,24.0,2.0,7.0,0.0,0.0,2.0,4.0
382480,20000.0,3,9.99,645.25,B,B3,12831.0,10+ years,0,65000.0,0,2015-11-01,0,0,495.0,14,11.24,0.0,740.0,744.0,18.0,0.0,0.0,19885.0,43.5,35.0,0,0,Apr-1995,0.0,1.0,1.0,5.0,6.0,6.0,7.0,12.0,3.0,15.0,30.0,6.0,18.0,0.0,0.0,0.0,2.0
575905,13000.0,3,8.9,412.8,A,A5,220205.0,5 years,0,57000.0,0,2011-10-01,0,0,109.0,21,19.62,0.0,715.0,719.0,15.0,0.0,0.0,13156.0,42.7,25.0,1,0,Oct-1999,842.0,1.0,,,,,,,,,,,,,,,
568056,30000.0,3,14.99,1039.82,C,C5,182324.0,10+ years,0,136000.0,2,2014-10-01,0,0,697.0,39,7.67,0.0,660.0,664.0,11.0,0.0,0.0,26905.0,82.5,22.0,1,0,Aug-2000,0.0,1.0,0.0,8.0,10.0,10.0,8.0,10.0,4.0,10.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0
68061,1200.0,3,12.05,39.89,C,C1,304.0,3 years,1,21000.0,1,2015-11-01,0,4,144.0,5,24.52,0.0,710.0,714.0,6.0,0.0,0.0,5384.0,35.9,12.0,0,0,Mar-2009,4.0,1.0,0.0,3.0,4.0,4.0,3.0,6.0,3.0,5.0,9.0,4.0,6.0,0.0,0.0,0.0,3.0
70683,10000.0,3,7.07,309.1,A,A2,367.0,4 years,0,65000.0,0,2017-09-01,0,9,109.0,21,1.64,0.0,810.0,814.0,9.0,0.0,0.0,995.0,2.4,21.0,0,0,Feb-1990,10.0,1.0,0.0,2.0,3.0,3.0,4.0,9.0,1.0,8.0,16.0,3.0,9.0,0.0,0.0,0.0,1.0
356222,10500.0,5,15.61,253.17,C,C4,212836.0,7 years,1,55000.0,1,2014-01-01,0,4,240.0,21,19.14,0.0,670.0,674.0,10.0,1.0,1.0,10244.0,57.9,19.0,0,0,Oct-2000,4.0,1.0,0.0,6.0,8.0,8.0,6.0,9.0,5.0,9.0,14.0,8.0,10.0,0.0,0.0,0.0,0.0
382615,25000.0,5,13.11,570.24,B,B4,221748.0,7 years,2,72000.0,2,2012-11-01,0,4,51.0,13,2.65,0.0,775.0,779.0,9.0,0.0,0.0,5281.0,16.4,38.0,1,0,Dec-1985,71.0,1.0,0.0,2.0,2.0,2.0,4.0,24.0,2.0,7.0,32.0,2.0,9.0,0.0,0.0,0.0,3.0
477607,4200.0,3,6.99,129.67,A,A2,248531.0,4 years,2,120000.0,0,2017-03-01,0,0,147.0,26,12.69,0.0,725.0,729.0,16.0,1.0,1.0,18865.0,32.2,21.0,0,0,Jun-2004,0.0,1.0,0.0,5.0,6.0,6.0,8.0,8.0,10.0,9.0,10.0,6.0,16.0,0.0,0.0,0.0,1.0
145296,5500.0,3,12.29,183.45,C,C1,54.0,,0,50000.0,2,2015-07-01,0,0,80.0,21,29.09,0.0,685.0,689.0,10.0,0.0,0.0,13690.0,62.2,30.0,0,0,Oct-1999,0.0,1.0,0.0,3.0,5.0,5.0,3.0,10.0,8.0,6.0,16.0,5.0,10.0,0.0,0.0,0.0,5.0
648676,30000.0,3,7.26,929.89,A,A4,435.0,10+ years,0,160000.0,1,2015-10-01,0,4,546.0,33,15.39,0.0,715.0,719.0,12.0,0.0,0.0,63224.0,74.6,26.0,0,0,Aug-1998,4.0,1.0,0.0,5.0,8.0,8.0,5.0,6.0,12.0,8.0,12.0,8.0,12.0,0.0,0.0,0.0,1.0
737049,9000.0,3,5.32,271.04,A,A1,74677.0,8 years,0,60000.0,0,2015-06-01,0,0,549.0,8,13.26,0.0,780.0,784.0,13.0,0.0,0.0,615.0,2.3,30.0,0,0,Jun-2005,0.0,1.0,0.0,1.0,2.0,2.0,3.0,6.0,9.0,10.0,20.0,2.0,13.0,0.0,0.0,0.0,3.0
192500,12000.0,5,14.3,281.09,C,C1,1083.0,4 years,2,42000.0,2,2013-11-01,1,0,267.0,27,28.69,0.0,730.0,734.0,12.0,0.0,0.0,9077.0,44.9,27.0,1,0,Jul-1998,76.0,1.0,0.0,3.0,5.0,5.0,3.0,10.0,3.0,8.0,19.0,5.0,12.0,0.0,0.0,0.0,2.0
421853,9600.0,3,8.39,302.56,B,B1,558.0,2 years,1,95000.0,0,2016-06-01,0,0,152.0,14,13.42,1.0,695.0,699.0,28.0,1.0,1.0,3239.0,28.2,56.0,0,0,Jul-1997,0.0,1.0,0.0,3.0,3.0,3.0,4.0,6.0,42.0,4.0,12.0,3.0,28.0,0.0,0.0,1.0,3.0
176477,40000.0,5,15.99,972.51,C,C5,248148.0,1 year,0,120000.0,1,2017-03-01,0,0,596.0,40,14.32,0.0,680.0,684.0,10.0,0.0,0.0,15812.0,65.3,23.0,0,0,Nov-2001,0.0,1.0,0.0,3.0,4.0,4.0,5.0,9.0,7.0,7.0,15.0,4.0,10.0,0.0,0.0,0.0,0.0
106296,10000.0,3,7.9,312.91,A,A4,27854.0,2 years,0,70000.0,0,2014-03-01,0,4,21.0,13,12.43,0.0,715.0,719.0,8.0,1.0,1.0,7723.0,33.1,23.0,1,0,Mar-2000,4.0,1.0,0.0,0.0,3.0,3.0,0.0,8.0,5.0,5.0,16.0,3.0,8.0,0.0,0.0,0.0,3.0
753687,3500.0,3,12.53,117.14,B,B5,244260.0,< 1 year,1,45000.0,2,2009-09-01,0,0,116.0,14,23.12,0.0,690.0,694.0,21.0,0.0,0.0,5177.0,64.7,31.0,1,0,Dec-2002,56.0,1.0,,,,,,,,,,,,,,,
703524,10000.0,3,11.49,329.72,B,B5,255388.0,10+ years,1,55000.0,1,2017-01-01,0,0,195.0,38,30.57,0.0,670.0,674.0,24.0,1.0,1.0,11633.0,38.0,47.0,1,0,Aug-2003,0.0,1.0,0.0,5.0,12.0,12.0,6.0,6.0,22.0,22.0,25.0,12.0,24.0,0.0,0.0,0.0,8.0
2129,21200.0,3,14.33,727.97,C,C1,307334.0,10+ years,0,270000.0,1,2013-04-01,0,0,309.0,30,19.58,1.0,670.0,674.0,17.0,0.0,0.0,80909.0,87.3,35.0,1,0,May-1989,0.0,1.0,0.0,7.0,8.0,8.0,8.0,16.0,11.0,9.0,21.0,8.0,17.0,0.0,0.0,0.0,1.0
761348,6075.0,3,15.99,213.55,D,D2,23254.0,< 1 year,1,17000.0,1,2015-01-01,0,0,737.0,39,15.75,0.0,660.0,664.0,8.0,0.0,0.0,8702.0,79.1,12.0,1,0,Aug-1995,0.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,8.0,4.0,8.0,0.0,0.0,0.0,1.0
440022,27800.0,3,17.86,1003.09,D,D5,31412.0,10+ years,0,96000.0,1,2015-10-01,1,2,86.0,35,26.44,3.0,705.0,709.0,35.0,1.0,0.0,11374.0,54.9,52.0,1,0,Oct-1987,5.0,1.0,0.0,4.0,7.0,7.0,6.0,7.0,38.0,9.0,12.0,7.0,35.0,0.0,0.0,0.0,2.0
178111,4950.0,3,15.99,174.01,C,C5,16081.0,9 years,0,82056.0,1,2016-12-01,1,0,31.0,2,18.05,0.0,735.0,739.0,9.0,0.0,0.0,998.0,11.9,11.0,0,0,Oct-2002,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,9.0,0.0,0.0,0.0,2.0
281109,4600.0,3,5.32,138.53,A,A1,22.0,10+ years,0,60000.0,0,2016-03-01,0,4,194.0,38,10.04,0.0,815.0,819.0,7.0,0.0,0.0,4551.0,15.4,17.0,0,0,Dec-2001,4.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,7.0,5.0,8.0,1.0,7.0,0.0,0.0,0.0,1.0
124258,5600.0,3,7.89,175.2,A,A5,21863.0,3 years,1,52998.4,0,2015-11-01,0,8,261.0,8,23.55,0.0,690.0,694.0,11.0,0.0,0.0,4648.0,46.0,14.0,0,0,Dec-2003,9.0,1.0,0.0,2.0,4.0,4.0,2.0,3.0,8.0,4.0,6.0,4.0,10.0,,0.0,0.0,2.0
159314,15350.0,5,20.5,410.97,E,E1,211794.0,3 years,0,132000.0,2,2014-02-01,0,0,300.0,9,4.59,0.0,670.0,674.0,7.0,0.0,0.0,9446.0,82.1,16.0,1,0,Oct-2001,0.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,9.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,0.0
536291,18000.0,3,8.18,565.56,B,B1,97.0,4 years,1,65000.0,0,2015-11-01,0,0,74.0,30,11.46,0.0,675.0,679.0,18.0,0.0,0.0,12949.0,48.5,33.0,1,0,Nov-1994,0.0,1.0,0.0,4.0,6.0,6.0,5.0,7.0,17.0,10.0,16.0,7.0,18.0,0.0,0.0,0.0,1.0
615003,35000.0,3,24.49,1382.18,E,E3,482.0,3 years,1,150000.0,2,2016-08-01,1,0,187.0,9,12.38,0.0,710.0,714.0,5.0,0.0,0.0,11289.0,30.5,11.0,1,0,Dec-2010,0.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,7.0,2.0,5.0,0.0,0.0,0.0,4.0
446902,10000.0,3,7.39,310.56,A,A4,33.0,7 years,0,68225.0,2,2016-06-01,0,0,9.0,7,2.41,1.0,675.0,679.0,6.0,0.0,0.0,3857.0,16.7,14.0,0,0,Dec-2001,2.0,1.0,0.0,3.0,4.0,4.0,3.0,4.0,3.0,6.0,8.0,4.0,6.0,0.0,1.0,0.0,0.0
131852,7750.0,3,15.61,270.98,D,D1,2354.0,1 year,1,30000.0,1,2014-10-01,0,0,69.0,26,12.32,2.0,685.0,689.0,7.0,0.0,0.0,1181.0,23.2,16.0,1,0,Feb-2004,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2.0,5.0,6.0,11.0,3.0,7.0,0.0,0.0,0.0,3.0
346958,3600.0,3,11.22,118.24,B,B5,4633.0,6 years,1,40000.0,2,2015-12-01,0,5,188.0,23,27.54,0.0,710.0,714.0,20.0,0.0,0.0,9967.0,37.9,46.0,0,0,Aug-1989,6.0,1.0,0.0,3.0,7.0,7.0,3.0,3.0,31.0,12.0,14.0,7.0,20.0,0.0,0.0,0.0,1.0
319099,12000.0,5,16.49,294.96,D,D3,229699.0,10+ years,1,48000.0,2,2011-06-01,1,1,17.0,13,18.63,0.0,685.0,689.0,9.0,0.0,0.0,11376.0,57.7,18.0,1,0,Nov-1988,2091.0,1.0,,,,,,,,,,,,,,,
5508,12000.0,3,15.31,417.81,C,C4,3740.0,9 years,1,63000.0,1,2014-04-01,0,0,342.0,21,32.21,0.0,700.0,704.0,18.0,0.0,0.0,16210.0,60.3,33.0,0,0,Nov-2002,0.0,1.0,0.0,6.0,7.0,7.0,6.0,10.0,17.0,10.0,16.0,7.0,18.0,0.0,0.0,0.0,2.0
208652,10000.0,5,12.29,223.92,C,C1,1613.0,7 years,2,90000.0,2,2015-07-01,0,0,468.0,0,25.56,0.0,680.0,684.0,18.0,0.0,0.0,28651.0,78.1,59.0,1,0,Aug-1999,0.0,1.0,0.0,7.0,11.0,11.0,8.0,14.0,29.0,13.0,25.0,11.0,18.0,0.0,0.0,0.0,3.0
556221,9000.0,3,13.33,304.68,C,C3,31582.0,3 years,0,45550.0,2,2015-10-01,1,2,472.0,3,19.95,0.0,690.0,694.0,7.0,0.0,0.0,2497.0,49.0,38.0,1,0,Feb-1999,5.0,1.0,0.0,4.0,4.0,4.0,4.0,10.0,24.0,4.0,12.0,4.0,7.0,0.0,0.0,0.0,5.0
164434,8000.0,3,16.91,284.87,C,C5,139100.0,6 years,0,38016.0,2,2018-07-01,0,4,5.0,4,16.32,3.0,665.0,669.0,14.0,0.0,0.0,10079.0,38.3,29.0,1,0,Apr-1998,4.0,1.0,1.0,4.0,5.0,5.0,9.0,14.0,6.0,11.0,17.0,5.0,14.0,0.0,0.0,1.0,1.0
789770,14000.0,5,12.99,318.48,B,B5,54.0,,0,106000.0,2,2014-04-01,0,0,590.0,8,9.86,0.0,730.0,734.0,7.0,0.0,0.0,30928.0,51.5,23.0,0,0,Sep-1988,0.0,1.0,0.0,3.0,4.0,4.0,4.0,5.0,6.0,5.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0
430855,20000.0,5,10.99,434.75,B,B4,4223.0,3 years,2,130000.0,1,2015-10-01,0,4,141.0,13,11.88,0.0,690.0,694.0,7.0,0.0,0.0,15540.0,81.8,22.0,0,0,Apr-2007,4.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,18.0,3.0,4.0,3.0,7.0,0.0,0.0,0.0,1.0
386095,14600.0,3,14.49,502.48,C,C4,22.0,10+ years,0,68000.0,0,2014-05-01,0,2,74.0,30,0.83,1.0,660.0,664.0,5.0,1.0,1.0,4381.0,89.0,21.0,0,0,Mar-1998,5.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,5.0,3.0,11.0,3.0,5.0,,0.0,1.0,0.0
773414,25000.0,5,13.59,576.41,C,C2,296.0,10+ years,0,126000.0,2,2017-06-01,1,0,495.0,14,26.91,0.0,710.0,714.0,8.0,0.0,0.0,30605.0,93.9,29.0,0,0,Feb-2003,0.0,1.0,0.0,3.0,3.0,3.0,3.0,5.0,18.0,3.0,6.0,3.0,8.0,0.0,0.0,0.0,2.0
